"Genotype","Area","Stimulant_1","Stimulant_2"
"hTNFtg, Mstn-/-",1542.158877,"RANKL","None"
"hTNFtg, Mstn-/-",1431.033401,"RANKL","None"
"hTNFtg, Mstn-/-",2297.887905,"RANKL","None"
"hTNFtg, Mstn-/-",2593.527356,"RANKL","None"
"hTNFtg, Mstn-/-",1904.970102,"RANKL","None"
"hTNFtg, Mstn-/-",2256.579917,"RANKL","None"
"hTNFtg, Mstn-/-",4035.091534,"RANKL","None"
"hTNFtg, Mstn-/-",2438.332733,"RANKL","None"
"hTNFtg, Mstn-/-",2139.215384,"RANKL","None"
"hTNFtg, Mstn-/-",1869.238163,"RANKL","None"
"hTNFtg, Mstn-/-",1573.541605,"RANKL","None"
"hTNFtg, Mstn-/-",1203.067366,"RANKL","None"
"hTNFtg, Mstn-/-",1623.44557,"RANKL","None"
"hTNFtg, Mstn-/-",1430.520265,"RANKL","None"
"hTNFtg, Mstn-/-",1620.2872,"RANKL","None"
"hTNFtg, Mstn-/-",1718.664249,"RANKL","None"
"hTNFtg, Mstn-/-",2044.115485,"RANKL","None"
"hTNFtg, Mstn-/-",2782.059583,"RANKL","None"
"hTNFtg, Mstn-/-",2929.678128,"RANKL","None"
"hTNFtg, Mstn-/-",3165.124728,"RANKL","None"
"hTNFtg, Mstn-/-",3616.359878,"RANKL","None"
"hTNFtg, Mstn-/-",4534.692018,"RANKL","None"
"hTNFtg, Mstn-/-",5632.753728,"RANKL","None"
"hTNFtg, Mstn-/-",2731.893932,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",2454.606819,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",3122.671011,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",3229.488471,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",3588.828073,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",5530.815631,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",10617.78555,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",5055.357043,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",5963.983723,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",2092.776801,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",3280.80289,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",9611.147895,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",3720.53192,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",2553.177924,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",2337.870488,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",2339.368163,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",8011.990343,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",2958.716515,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",2191.291249,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",6517.945882,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",9463.735615,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",14028.93447,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",2298.655822,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",2407.97511,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",3166.080708,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",2381.872351,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",3044.127816,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",4411.821533,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",4329.045512,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",5970.314993,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",6668.549595,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",5236.114229,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",11809.20406,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",3110.218534,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",5198.380972,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",10818.832,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",6185.369498,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",2419.598399,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",2151.174162,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",4464.213048,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",5054.275306,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",2695.89912,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",4088.167473,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",11126.15953,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",1923.750692,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",5277.479466,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",5062.609665,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",8285.571749,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",7080.106943,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",7377.310969,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",5128.671723,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",4363.60269,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",2611.679837,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",2129.332454,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",3212.240348,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",3715.169976,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",3538.626829,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",5188.142081,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",2747.786604,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",6068.346456,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",7876.59121,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",2139.937361,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",2641.752397,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",2606.066777,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",3060.264052,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",3181.621943,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",3113.681287,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",2427.017294,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",3539.180829,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",5383.263707,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",3935.981301,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",8612.029946,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",3173.431423,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",9628.275679,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",3121.903844,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",3440.356047,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",3212.965803,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",3939.758368,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",2923.593235,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",2960.741342,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",3046.74647,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",5801.431705,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",3673.037762,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",3916.690593,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",3099.415184,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",3108.689263,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",2494.423568,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",2055.392727,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",3170.172897,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",3150.442689,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",9665.186656,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",6582.765109,"RANKL","Myostatin"
"hTNFtg, Mstn-/-",1797.741676,"RANKL","TNFa"
"hTNFtg, Mstn-/-",2791.778114,"RANKL","TNFa"
"hTNFtg, Mstn-/-",4109.375942,"RANKL","TNFa"
"hTNFtg, Mstn-/-",1841.908603,"RANKL","TNFa"
"hTNFtg",4957.22204,"RANKL","None"
"hTNFtg",2891.664065,"RANKL","None"
"hTNFtg",6962.290328,"RANKL","None"
"hTNFtg",5380.281921,"RANKL","None"
"hTNFtg",4418.189893,"RANKL","None"
"hTNFtg",2070.335533,"RANKL","None"
"hTNFtg",2334.552837,"RANKL","None"
"hTNFtg",1234.742747,"RANKL","None"
"hTNFtg",3816.314959,"RANKL","None"
"hTNFtg",8074.074415,"RANKL","None"
"hTNFtg",3091.092671,"RANKL","None"
"hTNFtg",9278.64749,"RANKL","None"
"hTNFtg",2464.503198,"RANKL","None"
"hTNFtg",8211.148802,"RANKL","None"
"hTNFtg",6336.495604,"RANKL","None"
"hTNFtg",3590.986926,"RANKL","None"
"hTNFtg",3787.243688,"RANKL","None"
"hTNFtg",6700.589462,"RANKL","None"
"hTNFtg",6367.206178,"RANKL","None"
"hTNFtg",6158.107555,"RANKL","None"
"hTNFtg",5891.971448,"RANKL","None"
"hTNFtg",3766.655905,"RANKL","None"
"hTNFtg",6991.395558,"RANKL","None"
"hTNFtg",1690.81351,"RANKL","None"
"hTNFtg",3131.052908,"RANKL","None"
"hTNFtg",1543.878384,"RANKL","None"
"hTNFtg",2169.816082,"RANKL","None"
"hTNFtg",2107.852683,"RANKL","None"
"hTNFtg",2001.561947,"RANKL","None"
"hTNFtg",2840.107632,"RANKL","None"
"hTNFtg",2248.832882,"RANKL","None"
"hTNFtg",2113.712405,"RANKL","None"
"hTNFtg",2233.820747,"RANKL","None"
"hTNFtg",12618.69834,"RANKL","None"
"hTNFtg",4090.373167,"RANKL","None"
"hTNFtg",4111.714769,"RANKL","None"
"hTNFtg",1240.4218,"RANKL","None"
"hTNFtg",8689.293207,"RANKL","None"
"hTNFtg",2823.930198,"RANKL","None"
"hTNFtg",2205.801491,"RANKL","None"
"hTNFtg",1566.842788,"RANKL","None"
"hTNFtg",1625.548748,"RANKL","None"
"hTNFtg",1753.055888,"RANKL","None"
"hTNFtg",2989.714428,"RANKL","None"
"hTNFtg",2358.669429,"RANKL","None"
"hTNFtg",2654.59313,"RANKL","None"
"hTNFtg",4200.374255,"RANKL","None"
"hTNFtg",1977.425079,"RANKL","None"
"hTNFtg",7631.902048,"RANKL","None"
"hTNFtg",3712.168146,"RANKL","None"
"hTNFtg",7601.231148,"RANKL","None"
"hTNFtg",7700.011665,"RANKL","None"
"hTNFtg",5424.790107,"RANKL","None"
"hTNFtg",14882.03433,"RANKL","None"
"hTNFtg",9679.600013,"RANKL","None"
"hTNFtg",17963.45378,"RANKL","None"
"hTNFtg",3135.883897,"RANKL","None"
"hTNFtg",3910.52714,"RANKL","None"
"hTNFtg",3116.289722,"RANKL","None"
"hTNFtg",7579.959443,"RANKL","None"
"hTNFtg",2218.53075,"RANKL","None"
"hTNFtg",5338.154509,"RANKL","None"
"hTNFtg",4033.050455,"RANKL","None"
"hTNFtg",3163.487924,"RANKL","None"
"hTNFtg",3433.921291,"RANKL","None"
"hTNFtg",2386.953224,"RANKL","None"
"hTNFtg",4317.059177,"RANKL","None"
"hTNFtg",1545.194619,"RANKL","None"
"hTNFtg",1863.742065,"RANKL","None"
"hTNFtg",3174.381996,"RANKL","None"
"hTNFtg",3432.054038,"RANKL","None"
"hTNFtg",1401.398449,"RANKL","None"
"hTNFtg",3016.797603,"RANKL","None"
"hTNFtg",2329.010024,"RANKL","None"
"hTNFtg",4097.015639,"RANKL","None"
"hTNFtg",3586.721107,"RANKL","None"
"hTNFtg",1835.826786,"RANKL","None"
"hTNFtg",5376.529718,"RANKL","None"
"hTNFtg",2088.874635,"RANKL","None"
"hTNFtg",2915.857918,"RANKL","None"
"hTNFtg",3520.905403,"RANKL","None"
"hTNFtg",4212.277025,"RANKL","None"
"hTNFtg",1896.348239,"RANKL","None"
"hTNFtg",1866.249096,"RANKL","None"
"hTNFtg",3153.374761,"RANKL","None"
"hTNFtg",4057.632625,"RANKL","None"
"hTNFtg",2441.355634,"RANKL","None"
"hTNFtg",3500.392335,"RANKL","None"
"hTNFtg",2077.444304,"RANKL","None"
"hTNFtg",14285.4773,"RANKL","None"
"hTNFtg",5264.804758,"RANKL","None"
"hTNFtg",3356.628026,"RANKL","None"
"hTNFtg",2950.887886,"RANKL","None"
"hTNFtg",3155.075291,"RANKL","None"
"hTNFtg",5831.474793,"RANKL","None"
"hTNFtg",4791.231623,"RANKL","None"
"hTNFtg",3094.434713,"RANKL","None"
"hTNFtg",3040.460685,"RANKL","None"
"hTNFtg",2444.209366,"RANKL","None"
"hTNFtg",2924.435742,"RANKL","None"
"hTNFtg",2132.839724,"RANKL","None"
"hTNFtg",3458.617711,"RANKL","None"
"hTNFtg",1703.438097,"RANKL","None"
"hTNFtg",21659.12072,"RANKL","None"
"hTNFtg",10972.68038,"RANKL","None"
"hTNFtg",7678.736989,"RANKL","None"
"hTNFtg",3781.082759,"RANKL","None"
"hTNFtg",12395.40212,"RANKL","None"
"hTNFtg",6888.251546,"RANKL","None"
"hTNFtg",12457.10796,"RANKL","None"
"hTNFtg",3385.122476,"RANKL","None"
"hTNFtg",3307.729378,"RANKL","None"
"hTNFtg",7287.40262,"RANKL","None"
"hTNFtg",9990.864872,"RANKL","None"
"hTNFtg",3040.460076,"RANKL","None"
"hTNFtg",1429.085832,"RANKL","None"
"hTNFtg",1163.815687,"RANKL","None"
"hTNFtg",1718.252551,"RANKL","None"
"hTNFtg",1384.380535,"RANKL","None"
"hTNFtg",1238.329986,"RANKL","None"
"hTNFtg",1411.850095,"RANKL","None"
"hTNFtg",1958.100528,"RANKL","None"
"hTNFtg",2276.208408,"RANKL","None"
"hTNFtg",1722.877733,"RANKL","None"
"hTNFtg",1284.312418,"RANKL","None"
"hTNFtg",1118.211376,"RANKL","None"
"hTNFtg",1752.942735,"RANKL","None"
"hTNFtg",1798.109444,"RANKL","None"
"hTNFtg",1721.215783,"RANKL","None"
"hTNFtg",1460.745791,"RANKL","None"
"hTNFtg",7155.13293,"RANKL","None"
"hTNFtg",1099.816306,"RANKL","None"
"hTNFtg",5384.44335,"RANKL","None"
"hTNFtg",11511.05748,"RANKL","None"
"hTNFtg",2565.66713,"RANKL","None"
"hTNFtg",1812.472769,"RANKL","None"
"hTNFtg",5160.363485,"RANKL","None"
"hTNFtg",1153.709967,"RANKL","None"
"hTNFtg",4022.31123,"RANKL","None"
"hTNFtg",13080.45509,"RANKL","None"
"hTNFtg",6358.650673,"RANKL","None"
"hTNFtg",8550.534746,"RANKL","None"
"hTNFtg",6082.563707,"RANKL","None"
"hTNFtg",4273.503742,"RANKL","None"
"hTNFtg",3536.18125,"RANKL","None"
"hTNFtg",3743.389934,"RANKL","None"
"hTNFtg",3634.133967,"RANKL","None"
"hTNFtg",3340.760464,"RANKL","None"
"hTNFtg",4855.936272,"RANKL","None"
"hTNFtg",11685.42566,"RANKL","None"
"hTNFtg",8417.068501,"RANKL","None"
"hTNFtg",18560.04068,"RANKL","None"
"hTNFtg",2840.235237,"RANKL","None"
"hTNFtg",2435.149577,"RANKL","None"
"hTNFtg",2728.23672,"RANKL","None"
"hTNFtg",1485.867859,"RANKL","None"
"hTNFtg",15201.50746,"RANKL","None"
"hTNFtg",26419.29308,"RANKL","None"
"hTNFtg",11726.40695,"RANKL","None"
"hTNFtg",7332.223649,"RANKL","None"
"hTNFtg",18412.52407,"RANKL","None"
"hTNFtg",6516.225206,"RANKL","None"
"hTNFtg",1730.76916,"RANKL","None"
"hTNFtg",4472.49025,"RANKL","None"
"hTNFtg",2479.307237,"RANKL","None"
"hTNFtg",35115.8167,"RANKL","None"
"hTNFtg",8432.369187,"RANKL","None"
"hTNFtg",3932.085767,"RANKL","None"
"hTNFtg",9902.514492,"RANKL","None"
"hTNFtg",15823.94928,"RANKL","None"
"hTNFtg",1570.676966,"RANKL","None"
"hTNFtg",4813.727857,"RANKL","None"
"hTNFtg",4530.058865,"RANKL","None"
"hTNFtg",36070.03729,"RANKL","None"
"hTNFtg",16193.54672,"RANKL","None"
"hTNFtg",14219.4235,"RANKL","None"
"hTNFtg",4622.567839,"RANKL","None"
"hTNFtg",6777.454287,"RANKL","None"
"hTNFtg",9182.674234,"RANKL","None"
"hTNFtg",3607.492889,"RANKL","None"
"hTNFtg",4225.452063,"RANKL","None"
"hTNFtg",2145.514111,"RANKL","None"
"hTNFtg",1791.38162,"RANKL","None"
"hTNFtg",2252.469524,"RANKL","None"
"hTNFtg",1029.755123,"RANKL","None"
"hTNFtg",2628.013658,"RANKL","None"
"hTNFtg",4267.673113,"RANKL","None"
"hTNFtg",2289.430819,"RANKL","None"
"hTNFtg",5535.321381,"RANKL","None"
"hTNFtg",1344.20126,"RANKL","None"
"hTNFtg",2882.006912,"RANKL","None"
"hTNFtg",7684.387054,"RANKL","None"
"hTNFtg",2178.151492,"RANKL","None"
"hTNFtg",19411.71214,"RANKL","None"
"hTNFtg",10391.64798,"RANKL","None"
"hTNFtg",1572.065341,"RANKL","None"
"hTNFtg",2168.438537,"RANKL","None"
"hTNFtg",5632.282505,"RANKL","None"
"hTNFtg",13603.88642,"RANKL","None"
"hTNFtg",16676.78443,"RANKL","None"
"hTNFtg",5165.786183,"RANKL","None"
"hTNFtg",7848.771851,"RANKL","None"
"hTNFtg",4400.277854,"RANKL","None"
"hTNFtg",13168.84884,"RANKL","None"
"hTNFtg",26347.33826,"RANKL","None"
"hTNFtg",31585.79925,"RANKL","None"
"hTNFtg",22802.2327,"RANKL","None"
"hTNFtg",10149.80128,"RANKL","None"
"hTNFtg",21275.17559,"RANKL","None"
"hTNFtg",5969.081699,"RANKL","None"
"hTNFtg",3949.535693,"RANKL","None"
"hTNFtg",2182.838545,"RANKL","None"
"hTNFtg",47301.72323,"RANKL","None"
"hTNFtg",8076.417242,"RANKL","None"
"hTNFtg",6432.912824,"RANKL","None"
"hTNFtg",6466.194112,"RANKL","None"
"hTNFtg",28603.06576,"RANKL","None"
"hTNFtg",13351.33288,"RANKL","None"
"hTNFtg",9141.581594,"RANKL","None"
"hTNFtg",3671.658307,"RANKL","None"
"hTNFtg",3301.21346,"RANKL","None"
"hTNFtg",4074.772173,"RANKL","None"
"hTNFtg",8398.850364,"RANKL","None"
"hTNFtg",7248.223734,"RANKL","None"
"hTNFtg",5264.167459,"RANKL","None"
"hTNFtg",32287.80586,"RANKL","None"
"hTNFtg",1921.296922,"RANKL","None"
"hTNFtg",3836.257889,"RANKL","None"
"hTNFtg",4855.868981,"RANKL","None"
"hTNFtg",5521.061944,"RANKL","None"
"hTNFtg",1748.72088,"RANKL","None"
"hTNFtg",2174.77361,"RANKL","None"
"hTNFtg",1830.766166,"RANKL","None"
"hTNFtg",4962.691713,"RANKL","None"
"hTNFtg",2758.329454,"RANKL","None"
"hTNFtg",2623.20667,"RANKL","None"
"hTNFtg",1988.437292,"RANKL","None"
"hTNFtg",2473.044357,"RANKL","None"
"hTNFtg",1125.113544,"RANKL","None"
"hTNFtg",9529.02036,"RANKL","None"
"hTNFtg",4660.157193,"RANKL","None"
"hTNFtg",1500.171828,"RANKL","None"
"hTNFtg",1708.122844,"RANKL","None"
"hTNFtg",2585.220716,"RANKL","None"
"hTNFtg",2022.544402,"RANKL","None"
"hTNFtg",2938.601466,"RANKL","None"
"hTNFtg",7068.793787,"RANKL","None"
"hTNFtg",6343.656403,"RANKL","None"
"hTNFtg",2789.847946,"RANKL","None"
"hTNFtg",3121.616653,"RANKL","None"
"hTNFtg",5030.517607,"RANKL","None"
"hTNFtg",5145.374578,"RANKL","None"
"hTNFtg",1387.645568,"RANKL","None"
"hTNFtg",2390.445989,"RANKL","None"
"hTNFtg",2634.750399,"RANKL","None"
"hTNFtg",2939.561904,"RANKL","None"
"hTNFtg",2615.129548,"RANKL","None"
"hTNFtg",1575.149424,"RANKL","None"
"hTNFtg",1563.433479,"RANKL","None"
"hTNFtg",3010.416983,"RANKL","None"
"hTNFtg",1415.040549,"RANKL","None"
"hTNFtg",2827.626916,"RANKL","None"
"hTNFtg",9468.537082,"RANKL","None"
"hTNFtg",6704.808972,"RANKL","None"
"hTNFtg",10427.64084,"RANKL","None"
"hTNFtg",9235.648843,"RANKL","None"
"hTNFtg",3661.096894,"RANKL","None"
"hTNFtg",3424.907192,"RANKL","None"
"hTNFtg",3806.068967,"RANKL","None"
"hTNFtg",3280.626182,"RANKL","None"
"hTNFtg",3819.477203,"RANKL","None"
"hTNFtg",3248.399763,"RANKL","None"
"hTNFtg",3676.620172,"RANKL","None"
"hTNFtg",2917.484282,"RANKL","None"
"hTNFtg",4811.38768,"RANKL","None"
"hTNFtg",2274.768016,"RANKL","None"
"hTNFtg",2510.72214,"RANKL","None"
"hTNFtg",2211.066004,"RANKL","None"
"hTNFtg",3831.391064,"RANKL","None"
"hTNFtg",4204.478674,"RANKL","None"
"hTNFtg",2284.679909,"RANKL","None"
"hTNFtg",6241.18936,"RANKL","None"
"hTNFtg",1732.935231,"RANKL","None"
"hTNFtg",3894.031142,"RANKL","None"
"hTNFtg",2948.326339,"RANKL","None"
"hTNFtg",3486.925708,"RANKL","None"
"hTNFtg",2019.370923,"RANKL","None"
"hTNFtg",2200.789772,"RANKL","None"
"hTNFtg",5428.043018,"RANKL","Myostatin"
"hTNFtg",3484.251679,"RANKL","Myostatin"
"hTNFtg",4472.168318,"RANKL","Myostatin"
"hTNFtg",4191.124378,"RANKL","Myostatin"
"hTNFtg",2982.252889,"RANKL","Myostatin"
"hTNFtg",7805.113066,"RANKL","Myostatin"
"hTNFtg",6986.996515,"RANKL","Myostatin"
"hTNFtg",3971.850589,"RANKL","Myostatin"
"hTNFtg",6703.148192,"RANKL","Myostatin"
"hTNFtg",9889.769002,"RANKL","Myostatin"
"hTNFtg",4051.209605,"RANKL","Myostatin"
"hTNFtg",4934.967652,"RANKL","Myostatin"
"hTNFtg",5495.024876,"RANKL","Myostatin"
"hTNFtg",7755.275847,"RANKL","Myostatin"
"hTNFtg",17117.92655,"RANKL","Myostatin"
"hTNFtg",6719.875775,"RANKL","Myostatin"
"hTNFtg",4141.978235,"RANKL","Myostatin"
"hTNFtg",6834.777349,"RANKL","Myostatin"
"hTNFtg",5946.83304,"RANKL","Myostatin"
"hTNFtg",5340.073353,"RANKL","Myostatin"
"hTNFtg",2248.250952,"RANKL","Myostatin"
"hTNFtg",1521.929654,"RANKL","Myostatin"
"hTNFtg",3727.966411,"RANKL","Myostatin"
"hTNFtg",3969.392481,"RANKL","Myostatin"
"hTNFtg",3415.177804,"RANKL","Myostatin"
"hTNFtg",1973.031392,"RANKL","Myostatin"
"hTNFtg",5823.41229,"RANKL","Myostatin"
"hTNFtg",1395.64275,"RANKL","Myostatin"
"hTNFtg",2303.722875,"RANKL","Myostatin"
"hTNFtg",2356.952071,"RANKL","Myostatin"
"hTNFtg",5190.986532,"RANKL","Myostatin"
"hTNFtg",4579.950869,"RANKL","Myostatin"
"hTNFtg",2154.969632,"RANKL","Myostatin"
"hTNFtg",2978.691639,"RANKL","Myostatin"
"hTNFtg",2009.686225,"RANKL","Myostatin"
"hTNFtg",4279.604354,"RANKL","Myostatin"
"hTNFtg",1650.688867,"RANKL","Myostatin"
"hTNFtg",4082.762859,"RANKL","Myostatin"
"hTNFtg",2954.707356,"RANKL","Myostatin"
"hTNFtg",2312.961554,"RANKL","Myostatin"
"hTNFtg",2926.889187,"RANKL","Myostatin"
"hTNFtg",6869.178938,"RANKL","Myostatin"
"hTNFtg",6471.206418,"RANKL","Myostatin"
"hTNFtg",3157.157201,"RANKL","Myostatin"
"hTNFtg",2889.799705,"RANKL","Myostatin"
"hTNFtg",10943.8946,"RANKL","Myostatin"
"hTNFtg",2519.630431,"RANKL","Myostatin"
"hTNFtg",1710.995646,"RANKL","Myostatin"
"hTNFtg",2972.737066,"RANKL","Myostatin"
"hTNFtg",10775.03468,"RANKL","Myostatin"
"hTNFtg",7177.97845,"RANKL","Myostatin"
"hTNFtg",5427.954893,"RANKL","Myostatin"
"hTNFtg",1653.970714,"RANKL","Myostatin"
"hTNFtg",3929.302896,"RANKL","Myostatin"
"hTNFtg",2943.586153,"RANKL","Myostatin"
"hTNFtg",4060.573754,"RANKL","Myostatin"
"hTNFtg",1851.144961,"RANKL","Myostatin"
"hTNFtg",3040.868776,"RANKL","Myostatin"
"hTNFtg",3134.390618,"RANKL","Myostatin"
"hTNFtg",3614.335539,"RANKL","Myostatin"
"hTNFtg",6342.992485,"RANKL","Myostatin"
"hTNFtg",2233.86261,"RANKL","Myostatin"
"hTNFtg",2218.002457,"RANKL","Myostatin"
"hTNFtg",11643.46965,"RANKL","Myostatin"
"hTNFtg",5113.204949,"RANKL","Myostatin"
"hTNFtg",5448.051918,"RANKL","Myostatin"
"hTNFtg",3345.597732,"RANKL","Myostatin"
"hTNFtg",2348.97409,"RANKL","Myostatin"
"hTNFtg",3674.062598,"RANKL","Myostatin"
"hTNFtg",4568.57217,"RANKL","Myostatin"
"hTNFtg",2707.150838,"RANKL","Myostatin"
"hTNFtg",4884.42418,"RANKL","Myostatin"
"hTNFtg",6496.296266,"RANKL","Myostatin"
"hTNFtg",5936.526624,"RANKL","Myostatin"
"hTNFtg",4799.019805,"RANKL","Myostatin"
"hTNFtg",3238.264051,"RANKL","Myostatin"
"hTNFtg",4883.077422,"RANKL","Myostatin"
"hTNFtg",19504.31882,"RANKL","Myostatin"
"hTNFtg",1397.567908,"RANKL","Myostatin"
"hTNFtg",2728.549366,"RANKL","Myostatin"
"hTNFtg",2706.309515,"RANKL","Myostatin"
"hTNFtg",4089.91075,"RANKL","Myostatin"
"hTNFtg",2204.605474,"RANKL","Myostatin"
"hTNFtg",24404.30472,"RANKL","Myostatin"
"hTNFtg",36595.95611,"RANKL","Myostatin"
"hTNFtg",7222.151793,"RANKL","Myostatin"
"hTNFtg",2713.845236,"RANKL","Myostatin"
"hTNFtg",19787.72931,"RANKL","Myostatin"
"hTNFtg",60631.41679,"RANKL","Myostatin"
"hTNFtg",8353.199362,"RANKL","Myostatin"
"hTNFtg",2580.107218,"RANKL","Myostatin"
"hTNFtg",2847.045456,"RANKL","Myostatin"
"hTNFtg",2928.61637,"RANKL","Myostatin"
"hTNFtg",5717.450203,"RANKL","Myostatin"
"hTNFtg",13190.43448,"RANKL","Myostatin"
"hTNFtg",69905.61578,"RANKL","Myostatin"
"hTNFtg",7138.902035,"RANKL","Myostatin"
"hTNFtg",4340.192598,"RANKL","Myostatin"
"hTNFtg",4003.04854,"RANKL","Myostatin"
"hTNFtg",3830.67235,"RANKL","Myostatin"
"hTNFtg",5540.935966,"RANKL","Myostatin"
"hTNFtg",2971.916993,"RANKL","Myostatin"
"hTNFtg",3207.172922,"RANKL","Myostatin"
"hTNFtg",7388.888199,"RANKL","Myostatin"
"hTNFtg",9446.060392,"RANKL","Myostatin"
"hTNFtg",4811.11238,"RANKL","Myostatin"
"hTNFtg",2809.004438,"RANKL","Myostatin"
"hTNFtg",2995.665182,"RANKL","Myostatin"
"hTNFtg",5180.484909,"RANKL","Myostatin"
"hTNFtg",2024.47431,"RANKL","Myostatin"
"hTNFtg",2171.797459,"RANKL","Myostatin"
"hTNFtg",6863.035907,"RANKL","Myostatin"
"hTNFtg",17053.56921,"RANKL","Myostatin"
"hTNFtg",12372.54759,"RANKL","Myostatin"
"hTNFtg",6968.518763,"RANKL","Myostatin"
"hTNFtg",1876.734603,"RANKL","Myostatin"
"hTNFtg",1695.016786,"RANKL","Myostatin"
"hTNFtg",8917.284715,"RANKL","Myostatin"
"hTNFtg",6886.949562,"RANKL","Myostatin"
"hTNFtg",18956.10479,"RANKL","Myostatin"
"hTNFtg",8753.607399,"RANKL","Myostatin"
